,id_A,feature_A,wc_A,wt_A,depth_in_A,length_in_A,width_in_A,joint_length_A,pressure_1_A,pressure_2_A,us_weld_dist_wc_ft_A,orientation_deg_A,orientation_x_A,orientation_y_A,comments_A,feature_category_A,id_B,feature_B,wc_B,wt_B,depth_in_B,length_in_B,width_in_B,joint_length_B,pressure_1_B,pressure_2_B,us_weld_dist_wc_ft_B,orientation_deg_B,orientation_x_B,orientation_y_B,comments_B,feature_category_B,pipe_section,section_sequence
375,,,,,,,,,,,,,,,,,20000294,METAL LOSS,337.583,0.25,0.154,0.72,0.428,,,,7.048000000000002,218.0,-11.82016130410083,-9.234922129884872,Ext Metal Loss,metal loss / mill anomaly,19,6
29,20000029,METAL LOSS,336.623,0.25,0.191,0.926,1.038,,,,8.221000000000004,202.0,-13.90775781850181,-5.61909890123868,Ext Metal Loss,metal loss / mill anomaly,20000299,METAL LOSS,338.836,0.25,0.297,0.901,0.752,,,,8.300999999999988,195.0,-14.488887394336025,-3.882285676537812,Ext Metal Loss,metal loss / mill anomaly,19,7
30,20000030,METAL LOSS,337.704,0.25,0.145,0.828,1.329,,,,9.302000000000021,195.0,-14.488887394336025,-3.882285676537812,Ext Metal Loss,metal loss / mill anomaly,20000302,METAL LOSS,339.921,0.25,0.253,0.839,0.743,,,,9.385999999999967,193.0,-14.615550971778529,-3.3742658151579747,Ext Metal Loss,metal loss / mill anomaly,19,8
31,20000031,METAL LOSS,338.577,0.25,0.177,0.841,1.22,,,,10.175000000000011,201.0,-14.003706397458025,-5.3755192431795065,Ext Metal Loss,metal loss / mill anomaly,20000304,METAL LOSS,340.802,0.25,0.222,0.967,1.053,,,,10.266999999999996,190.0,-14.772116295183121,-2.604722665003957,Ext Metal Loss,metal loss / mill anomaly,19,9
376,,,,,,,,,,,,,,,,,20000297,METAL LOSS,337.956,0.25,0.284,0.856,0.836,,,,7.420999999999992,173.0,-14.88819227461983,1.828040151077213,Ext Metal Loss,metal loss / mill anomaly,19,9
377,,,,,,,,,,,,,,,,,20000298,METAL LOSS,338.384,0.25,0.117,0.846,1.052,,,,7.8489999999999895,209.0,-13.119295607090939,-7.272144303695054,Ext Metal Loss,metal loss / mill anomaly,19,10
378,,,,,,,,,,,,,,,,,20000300,METAL LOSS,339.584,0.25,0.226,1.125,0.66,,,,9.048999999999978,192.0,-14.672214011007084,-3.1186753622663925,Ext Metal Loss,metal loss / mill anomaly,19,12
379,,,,,,,,,,,,,,,,,20000301,METAL LOSS,339.635,0.25,0.289,1.035,0.537,,,,9.099999999999966,211.0,-12.857509510531685,-7.725571123650813,Ext Metal Loss,metal loss / mill anomaly,19,13
380,,,,,,,,,,,,,,,,,20000303,METAL LOSS,340.393,0.25,0.175,0.682,0.561,,,,9.857999999999947,196.0,-14.418925439074783,-4.134560337254985,Ext Metal Loss,metal loss / mill anomaly,19,15
381,,,,,,,,,,,,,,,,,20000305,METAL LOSS,341.172,0.25,0.114,1.079,1.014,,,,10.637,179.0,-14.997715427345868,0.26178609655925156,Ext Metal Loss,metal loss / mill anomaly,19,17
382,,,,,,,,,,,,,,,,,20000306,METAL LOSS,343.52,0.25,0.217,0.827,0.5,,,,12.984999999999957,209.0,-13.119295607090939,-7.272144303695054,Ext Metal Loss,metal loss / mill anomaly,19,18
383,,,,,,,,,,,,,,,,,20000307,METAL LOSS,343.582,0.25,0.172,0.854,0.596,,,,13.046999999999969,206.0,-13.481910694487503,-6.5755672018361615,Ext Metal Loss,metal loss / mill anomaly,19,19
384,,,,,,,,,,,,,,,,,20000308,METAL LOSS,343.777,0.25,0.13,0.836,0.711,,,,13.241999999999962,222.0,-11.147172382160914,-10.036959095382873,Ext Metal Loss,metal loss / mill anomaly,19,20
385,,,,,,,,,,,,,,,,,20000309,METAL LOSS,343.918,0.25,0.121,1.22,1.057,,,,13.382999999999981,218.0,-11.82016130410083,-9.234922129884872,Ext Metal Loss,metal loss / mill anomaly,19,21
386,,,,,,,,,,,,,,,,,20000310,METAL LOSS,344.024,0.25,0.107,1.209,0.887,,,,13.488999999999976,221.0,-11.320643703341581,-9.840885434857608,Ext Metal Loss,metal loss / mill anomaly,19,22
387,,,,,,,,,,,,,,,,,20000311,METAL LOSS,344.326,0.25,0.129,0.693,0.878,,,,13.790999999999997,203.0,-13.807572801786606,-5.860966927339104,Ext Metal Loss,metal loss / mill anomaly,19,23
388,,,,,,,,,,,,,,,,,20000312,METAL LOSS,345.138,0.25,0.14,0.69,0.597,,,,14.602999999999952,215.0,-12.287280664334876,-8.603646545265692,Ext Metal Loss,metal loss / mill anomaly,19,24
21,320,WELD,360.83,0.28,,,,16.189999999999998,35000.0,0.72,16.189999999999998,,,,SEAMLESS,seamless,320,WELD,363.188,0.28,,,,16.298999999999978,35000.0,0.72,16.298999999999978,,,,SEAMLESS,seamless,20,-1
389,,,,,,,,,,,,,,,,,20000313,METAL LOSS,349.038,0.28,0.119,1.101,1.143,,,,2.149000000000001,289.0,4.883522316857345,-14.182778633989754,Ext Metal Loss,metal loss / mill anomaly,20,0
390,,,,,,,,,,,,,,,,,14000010,DENT,362.929,0.28,0.07,1.68,3.67,,,,16.039999999999964,127.0,-9.027225347280726,11.979532650709393,Dent,dent,20,1
391,,,,,,,,,,,,,,,,,20000314,METAL LOSS,363.066,0.28,0.165,0.805,0.93,,,,16.176999999999964,84.0,1.5679269490148016,14.9178284305241,Ext Metal Loss,metal loss / mill anomaly,20,2
392,,,,,,,,,,,,,,,,,20000315,METAL LOSS,363.088,0.28,0.138,0.817,2.116,,,,16.199000000000012,161.0,-14.182778633989752,4.8835223168573485,Ext Metal Loss,metal loss / mill anomaly,20,3
22,330,WELD,378.035,0.0,,,,17.20500000000004,0.0,0.72,17.20500000000004,,,,,,330,WELD,380.502,0.0,,,,17.31400000000002,0.0,0.72,17.31400000000002,,,,,,21,-1
393,,,,,,,,,,,,,,,,,20000316,METAL LOSS,365.239,0.0,0.171,0.778,0.744,,,,2.0509999999999877,9.0,14.815325108927066,2.346516975603463,Ext Metal Loss,metal loss / mill anomaly,21,0
394,,,,,,,,,,,,,,,,,20000317,METAL LOSS,365.744,0.0,0.118,0.9,1.353,,,,2.55600000000004,24.0,13.703181864639014,6.101049646137003,Ext Metal Loss,metal loss / mill anomaly,21,1
395,,,,,,,,,,,,,,,,,20000318,METAL LOSS,366.872,0.0,0.15,0.932,1.001,,,,3.684000000000026,214.0,-12.435563588325628,-8.3878935520612,Ext Metal Loss,metal loss / mill anomaly,21,2
396,,,,,,,,,,,,,,,,,20000319,METAL LOSS,367.067,0.0,0.117,0.883,1.585,,,,3.879000000000019,202.0,-13.90775781850181,-5.61909890123868,Ext Metal Loss,metal loss / mill anomaly,21,3
397,,,,,,,,,,,,,,,,,20000320,METAL LOSS,367.295,0.0,0.158,0.743,0.678,,,,4.107000000000028,69.0,5.375519243179506,14.003706397458027,Ext Metal Loss,metal loss / mill anomaly,21,4
398,,,,,,,,,,,,,,,,,20000321,METAL LOSS,367.335,0.0,0.118,0.602,1.118,,,,4.146999999999991,122.0,-7.948788963498072,12.720721442346392,Ext Metal Loss,metal loss / mill anomaly,21,5
399,,,,,,,,,,,,,,,,,20000322,METAL LOSS,367.811,0.0,0.172,0.592,0.738,,,,4.6229999999999905,144.0,-12.13525491562421,8.816778784387099,Ext Metal Loss,metal loss / mill anomaly,21,6
400,,,,,,,,,,,,,,,,,20000323,METAL LOSS,367.972,0.0,0.187,0.705,0.597,,,,4.783999999999992,96.0,-1.5679269490148033,14.9178284305241,Ext Metal Loss,metal loss / mill anomaly,21,7
401,,,,,,,,,,,,,,,,,20000324,METAL LOSS,368.498,0.0,0.138,0.488,0.333,,,,5.310000000000002,101.0,-2.862134930648172,14.72440775171496,Ext Metal Loss,metal loss / mill anomaly,21,8
402,,,,,,,,,,,,,,,,,20000325,METAL LOSS,368.61,0.0,0.133,0.422,0.498,,,,5.4220000000000255,99.0,-2.3465169756034623,14.815325108927066,Ext Metal Loss,metal loss / mill anomaly,21,9
403,,,,,,,,,,,,,,,,,20000326,METAL LOSS,368.922,0.0,0.148,0.52,0.458,,,,5.734000000000037,68.0,5.619098901238679,13.90775781850181,Ext Metal Loss,metal loss / mill anomaly,21,10
404,,,,,,,,,,,,,,,,,20000327,METAL LOSS,369.137,0.0,0.166,0.674,0.863,,,,5.949000000000012,60.0,7.500000000000002,12.990381056766578,Ext Metal Loss,metal loss / mill anomaly,21,11
405,,,,,,,,,,,,,,,,,20000328,METAL LOSS,369.24,0.0,0.127,0.781,0.999,,,,6.052000000000021,39.0,11.657189421854564,9.43980586574756,Ext Metal Loss,metal loss / mill anomaly,21,12
406,,,,,,,,,,,,,,,,,20000329,METAL LOSS,369.737,0.0,0.142,0.696,0.721,,,,6.549000000000035,17.0,14.344571339445531,4.385575570841052,Ext Metal Loss,metal loss / mill anomaly,21,13
407,,,,,,,,,,,,,,,,,20000330,METAL LOSS,371.242,0.0,0.148,0.633,0.814,,,,8.05400000000003,54.0,8.816778784387099,12.13525491562421,Ext Metal Loss,metal loss / mill anomaly,21,14
408,,,,,,,,,,,,,,,,,20000331,METAL LOSS,377.779,0.0,0.177,0.948,1.014,,,,14.591000000000008,11.0,14.72440775171496,2.862134930648172,Ext Metal Loss,metal loss / mill anomaly,21,15
409,,,,,,,,,,,,,,,,,20000332,METAL LOSS,377.819,0.0,0.179,0.933,1.044,,,,14.631000000000029,17.0,14.344571339445531,4.385575570841052,Ext Metal Loss,metal loss / mill anomaly,21,16
410,,,,,,,,,,,,,,,,,20000333,METAL LOSS,377.834,0.0,0.25,0.922,0.788,,,,14.646000000000015,50.0,9.64181414529809,11.49066664678467,Ext Metal Loss,metal loss / mill anomaly,21,17
411,,,,,,,,,,,,,,,,,20000334,METAL LOSS,377.988,0.0,0.107,1.082,2.257,,,,14.800000000000011,90.0,9.18485099360515e-16,15.0,Ext Metal Loss,metal loss / mill anomaly,21,18
412,,,,,,,,,,,,,,,,,14000011,DENT,378.0,0.0,0.14,22.09,20.81,,,,14.812000000000012,0.0,15.0,0.0,Dent,dent,21,19
413,,,,,,,,,,,,,,,,,13000000,LOCATION,378.135,0.0,,,,,,,14.947000000000003,0.0,15.0,0.0,Gain,gain,21,20
414,,,,,,,,,,,,,,,,,20000335,METAL LOSS,380.018,0.0,0.16,0.897,0.948,,,,16.829999999999984,190.0,-14.772116295183121,-2.604722665003957,Ext Metal Loss,metal loss / mill anomaly,21,21
415,,,,,,,,,,,,,,,,,20000336,METAL LOSS,380.196,0.0,0.165,0.74,0.77,,,,17.008000000000038,178.0,-14.990862405286437,0.5234924505375171,Ext Metal Loss,metal loss / mill anomaly,21,22
23,340,WELD,395.119,0.344,,,,17.084000000000003,35000.0,0.72,17.084000000000003,,,,SEAMLESS,seamless,340,WELD,397.631,0.344,,,,17.128999999999962,35000.0,0.72,17.128999999999962,,,,SEAMLESS,seamless,22,-1
416,,,,,,,,,,,,,,,,,13000001,LOCATION,380.675,0.344,,,,,,,0.17300000000000182,0.0,15.0,0.0,Gain,gain,22,0
417,,,,,,,,,,,,,,,,,20000337,METAL LOSS,380.935,0.344,0.165,2.233,3.432,,,,0.4329999999999927,163.0,-14.344571339445533,4.385575570841049,Ext Metal Loss,metal loss / mill anomaly,22,1
418,,,,,,,,,,,,,,,,,14000012,DENT,380.985,0.344,0.15,21.27,20.81,,,,0.4830000000000041,0.0,15.0,0.0,Dent,dent,22,2
419,,,,,,,,,,,,,,,,,20000338,METAL LOSS,382.99,0.344,0.149,0.64,0.77,,,,2.4879999999999995,124.0,-8.3878935520612,12.435563588325628,Ext Metal Loss,metal loss / mill anomaly,22,3
420,,,,,,,,,,,,,,,,,20000339,METAL LOSS,386.369,0.344,0.117,0.675,0.972,,,,5.867000000000019,61.0,7.2721443036950575,13.119295607090937,Ext Metal Loss,metal loss / mill anomaly,22,4
421,,,,,,,,,,,,,,,,,20000340,METAL LOSS,386.673,0.344,0.119,0.483,0.614,,,,6.170999999999992,112.0,-5.619098901238681,13.90775781850181,Ext Metal Loss,metal loss / mill anomaly,22,5
422,,,,,,,,,,,,,,,,,20000341,METAL LOSS,388.878,0.344,0.165,0.759,0.617,,,,8.375999999999976,79.0,2.862134930648174,14.72440775171496,Ext Metal Loss,metal loss / mill anomaly,22,6
423,,,,,,,,,,,,,,,,,20000342,METAL LOSS,389.177,0.344,0.136,0.714,1.262,,,,8.675000000000011,68.0,5.619098901238679,13.90775781850181,Ext Metal Loss,metal loss / mill anomaly,22,7
424,,,,,,,,,,,,,,,,,20000343,METAL LOSS,390.398,0.344,0.137,0.554,0.53,,,,9.896000000000015,258.0,-3.1186753622663974,-14.672214011007084,Ext Metal Loss,metal loss / mill anomaly,22,8
425,,,,,,,,,,,,,,,,,20000344,METAL LOSS,391.629,0.344,0.116,0.714,0.857,,,,11.12700000000001,300.0,7.5,-12.990381056766578,Ext Metal Loss,metal loss / mill anomaly,22,9
426,,,,,,,,,,,,,,,,,20000345,METAL LOSS,393.922,0.344,0.166,0.58,0.414,,,,13.420000000000016,331.0,13.119295607090939,-7.272144303695052,Ext Metal Loss,metal loss / mill anomaly,22,10
427,,,,,,,,,,,,,,,,,20000346,METAL LOSS,397.487,0.344,0.124,0.718,1.344,,,,16.985000000000014,336.0,13.703181864639015,-6.101049646137002,Ext Metal Loss,metal loss / mill anomaly,22,11
24,350,WELD,414.503,0.25,,,,19.383999999999958,35000.0,0.72,19.383999999999958,,,,SEAMLESS,seamless,350,WELD,417.086,0.25,,,,19.45500000000004,35000.0,0.72,19.45500000000004,,,,SEAMLESS,seamless,23,-1
25,360,WELD,431.376,0.28,,,,16.87299999999999,35000.0,0.72,16.87299999999999,,,,SEAMLESS,seamless,360,WELD,434.061,0.28,,,,16.974999999999966,35000.0,0.72,16.974999999999966,,,,SEAMLESS,seamless,24,-1
2,14000001,DENT,422.555,0.28,0.19,2.44,2.78,,,,8.052000000000021,69.0,5.375519243179506,14.003706397458027,TDW Correlated Deformation,deformation,,,,,,,,,,,,,,,,,24,0
428,,,,,,,,,,,,,,,,,20000347,METAL LOSS,418.992,0.28,0.146,0.617,0.604,,,,1.906000000000006,139.0,-11.320643703341581,9.84088543485761,Ext Metal Loss,metal loss / mill anomaly,24,0
429,,,,,,,,,,,,,,,,,20000348,METAL LOSS,424.713,0.28,0.123,0.536,0.576,,,,7.6270000000000095,115.0,-6.33927392611049,13.594616805549752,Ext Metal Loss,metal loss / mill anomaly,24,1
430,,,,,,,,,,,,,,,,,14000013,DENT,425.216,0.28,0.14,3.36,3.05,,,,8.129999999999995,80.0,2.604722665003956,14.772116295183121,Dent,dent,24,2
431,,,,,,,,,,,,,,,,,20000349,METAL LOSS,425.234,0.28,0.103,0.882,1.804,,,,8.147999999999968,336.0,13.703181864639015,-6.101049646137002,Ext Metal Loss,metal loss / mill anomaly,24,3
432,,,,,,,,,,,,,,,,,20000350,METAL LOSS,425.29,0.28,0.103,0.593,1.084,,,,8.204000000000008,125.0,-8.603646545265692,12.287280664334876,Ext Metal Loss,metal loss / mill anomaly,24,4
433,,,,,,,,,,,,,,,,,20000351,METAL LOSS,425.419,0.28,0.107,0.736,1.471,,,,8.33299999999997,338.0,13.90775781850181,-5.619098901238685,Ext Metal Loss,metal loss / mill anomaly,24,5
434,,,,,,,,,,,,,,,,,20000352,METAL LOSS,425.424,0.28,0.136,0.648,0.633,,,,8.337999999999965,127.0,-9.027225347280726,11.979532650709393,Ext Metal Loss,metal loss / mill anomaly,24,6
435,,,,,,,,,,,,,,,,,20000353,METAL LOSS,428.286,0.28,0.246,0.881,0.601,,,,11.199999999999989,291.0,5.375519243179506,-14.003706397458027,Ext Metal Loss,metal loss / mill anomaly,24,7
26,370,WELD,449.771,0.0,,,,18.39500000000004,0.0,0.72,18.39500000000004,,,,,,370,WELD,452.544,0.0,,,,18.483000000000004,0.0,0.72,18.483000000000004,,,,,,25,-1
436,,,,,,,,,,,,,,,,,14000014,DENT,434.508,0.0,0.11,11.62,3.94,,,,0.44700000000000273,32.0,12.72072144234639,7.948788963498074,Dent,dent,25,0
437,,,,,,,,,,,,,,,,,14000015,DENT,436.468,0.0,0.12,3.05,2.54,,,,2.407000000000039,112.0,-5.619098901238681,13.90775781850181,Dent,dent,25,1
27,380,WELD,468.745,0.0,,,,18.97399999999999,0.0,0.72,18.97399999999999,,,,,,380,WELD,471.583,0.0,,,,19.039000000000044,0.0,0.72,19.039000000000044,,,,,,26,-1
438,,,,,,,,,,,,,,,,,20000354,METAL LOSS,461.683,0.0,0.106,0.757,1.034,,,,9.13900000000001,56.0,8.387893552061204,12.435563588325625,Ext Metal Loss,metal loss / mill anomaly,26,0
439,,,,,,,,,,,,,,,,,20000355,METAL LOSS,468.563,0.0,0.128,0.401,0.565,,,,16.019000000000005,17.0,14.344571339445531,4.385575570841052,Ext Metal Loss,metal loss / mill anomaly,26,1
440,,,,,,,,,,,,,,,,,14000016,DENT,471.183,0.0,0.12,2.86,6.5,,,,18.63900000000001,283.0,3.3742658151579734,-14.615550971778529,Dent,dent,26,2
28,390,WELD,487.32,0.312,,,,18.57499999999999,35000.0,0.72,18.57499999999999,,,,SEAMLESS,seamless,390,WELD,490.186,0.312,,,,18.602999999999952,35000.0,0.72,18.602999999999952,,,,SEAMLESS,seamless,27,-1
441,,,,,,,,,,,,,,,,,20000356,METAL LOSS,471.639,0.312,0.201,0.942,1.583,,,,0.055999999999983174,352.0,14.854021031123553,-2.087596514400988,Ext Metal Loss,metal loss / mill anomaly,27,0
29,400,WELD,502.577,0.0,,,,15.257000000000005,0.0,0.72,15.257000000000005,,,,,,400,WELD,505.502,0.0,,,,15.316000000000031,0.0,0.72,15.316000000000031,,,,,,28,-1
30,410,WELD,520.704,0.25,,,,18.126999999999953,35000.0,0.72,18.126999999999953,,,,SEAMLESS,seamless,410,WELD,523.745,0.25,,,,18.242999999999995,35000.0,0.72,18.242999999999995,,,,SEAMLESS,seamless,29,-1
31,420,WELD,536.851,0.28,,,,16.147000000000048,35000.0,0.72,16.147000000000048,,,,SEAMLESS,seamless,420,WELD,539.957,0.28,,,,16.21199999999999,35000.0,0.72,16.21199999999999,,,,SEAMLESS,seamless,30,-1
442,,,,,,,,,,,,,,,,,20000357,METAL LOSS,533.813,0.28,0.137,1.077,1.226,,,,10.067999999999984,3.0,14.979443021318607,0.7850393436441575,Ext Metal Loss,metal loss / mill anomaly,30,0
32,430,WELD,552.347,0.0,,,,15.495999999999981,0.0,0.72,15.495999999999981,,,,,,430,WELD,555.535,0.0,,,,15.577999999999975,0.0,0.72,15.577999999999975,,,,,,31,-1
3,10000004,LOCATION,548.957,0.0,,,,,,,12.105999999999995,91.0,-0.2617860965592521,14.997715427345868,Puddle Weld,puddle weld,,,,,,,,,,,,,,,,,31,0
443,,,,,,,,,,,,,,,,,20000358,METAL LOSS,543.029,0.0,0.119,0.84,1.005,,,,3.0720000000000027,11.0,14.72440775171496,2.862134930648172,Ext Metal Loss,metal loss / mill anomaly,31,0
444,,,,,,,,,,,,,,,,,13000002,LOCATION,552.082,0.0,,,,,,,12.125,98.0,-2.0875965144009805,14.854021031123555,Gain,gain,31,1
33,440,WELD,570.431,0.25,,,,18.08400000000006,35000.0,0.72,18.08400000000006,,,,SEAMLESS,seamless,440,WELD,573.701,0.25,,,,18.166000000000054,35000.0,0.72,18.166000000000054,,,,SEAMLESS,seamless,32,-1
32,20000032,METAL LOSS,557.069,0.25,0.107,0.847,1.597,,,,4.72199999999998,116.0,-6.575567201836162,13.481910694487503,Int Metal Loss,metal loss / mill anomaly,20000359,METAL LOSS,560.283,0.25,0.136,0.884,1.057,,,,4.748000000000047,119.0,-7.272144303695054,13.119295607090939,Ext Metal Loss,metal loss / mill anomaly,32,0
33,20000033,METAL LOSS,562.24,0.25,0.41,1.08,1.466,,,,9.893000000000029,89.0,0.261786096559254,14.997715427345868,Int Metal Loss,metal loss / mill anomaly,20000362,METAL LOSS,565.486,0.25,0.327,1.092,1.3,,,,9.951000000000022,86.0,1.0463471061618785,14.963460753897364,Int Metal Loss,metal loss / mill anomaly,32,1
445,,,,,,,,,,,,,,,,,20000360,METAL LOSS,561.374,0.25,0.116,0.595,0.803,,,,5.8390000000000555,18.0,14.265847744427303,4.635254915624211,Ext Metal Loss,metal loss / mill anomaly,32,1
34,20000034,METAL LOSS,562.446,0.25,0.145,0.646,0.767,,,,10.099000000000046,77.0,3.374265815157974,14.615550971778529,Ext Metal Loss,metal loss / mill anomaly,20000362,METAL LOSS,565.486,0.25,0.327,1.092,1.3,,,,9.951000000000022,86.0,1.0463471061618785,14.963460753897364,Int Metal Loss,metal loss / mill anomaly,32,2
446,,,,,,,,,,,,,,,,,20000361,METAL LOSS,562.067,0.25,0.111,0.573,0.796,,,,6.532000000000039,142.0,-11.820161304100829,9.234922129884875,Ext Metal Loss,metal loss / mill anomaly,32,2
35,20000035,METAL LOSS,562.611,0.25,0.213,0.582,0.544,,,,10.26400000000001,71.0,4.883522316857351,14.18277863398975,Ext Metal Loss,metal loss / mill anomaly,20000362,METAL LOSS,565.486,0.25,0.327,1.092,1.3,,,,9.951000000000022,86.0,1.0463471061618785,14.963460753897364,Int Metal Loss,metal loss / mill anomaly,32,3
34,450,WELD,589.072,0.312,,,,18.640999999999963,35000.0,0.72,18.640999999999963,,,,SEAMLESS,seamless,450,WELD,592.435,0.312,,,,18.733999999999924,35000.0,0.72,18.733999999999924,,,,SEAMLESS,seamless,33,-1
35,460,WELD,608.859,0.0,,,,19.787000000000035,0.0,0.72,19.787000000000035,,,,,,460,WELD,612.369,0.0,,,,19.934000000000083,0.0,0.72,19.934000000000083,,,,,,34,-1
447,,,,,,,,,,,,,,,,,20000363,METAL LOSS,596.671,0.0,0.145,0.592,0.419,,,,4.236000000000104,26.0,13.481910694487505,6.5755672018361615,Ext Metal Loss,metal loss / mill anomaly,34,0
448,,,,,,,,,,,,,,,,,20000364,METAL LOSS,612.216,0.0,0.122,0.958,1.121,,,,19.781000000000063,51.0,9.439805865747562,11.657189421854563,Ext Metal Loss,metal loss / mill anomaly,34,1
36,470,WELD,623.439,0.28,,,,14.579999999999927,35000.0,0.72,14.579999999999927,,,,ERW,erw,470,WELD,627.029,0.28,,,,14.659999999999968,35000.0,0.72,14.659999999999968,,,,ERW,erw,35,-1
449,,,,,,,,,,,,,,,,,20000365,METAL LOSS,623.083,0.28,0.121,0.543,0.718,,,,10.713999999999942,321.0,11.657189421854559,-9.439805865747568,Ext Metal Loss,metal loss / mill anomaly,35,0
37,480,WELD,663.652,0.0,,,,40.21300000000008,0.0,0.72,40.21300000000008,,,,,,480,WELD,667.467,0.0,,,,40.43799999999999,0.0,0.72,40.43799999999999,,,,,,36,-1
38,490,WELD,704.001,0.219,,,,40.34899999999993,35000.0,0.72,40.34899999999993,,,,ERW,erw,490,WELD,708.057,0.219,,,,40.59000000000003,35000.0,0.72,40.59000000000003,,,,ERW,erw,37,-1
39,500,WELD,748.783,0.0,,,,44.78200000000004,0.0,0.72,44.78200000000004,,,,,,500,WELD,753.123,0.0,,,,45.06600000000003,0.0,0.72,45.06600000000003,,,,,,38,-1
4,20000036,METAL LOSS,711.187,0.0,0.111,0.936,0.75,,,,7.1860000000000355,59.0,7.725571123650813,12.857509510531685,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,38,0
40,510,WELD,807.347,0.0,,,,58.563999999999965,0.0,0.72,58.563999999999965,,,,,,510,WELD,812.096,0.0,,,,58.972999999999956,0.0,0.72,58.972999999999956,,,,,,39,-1
36,20000037,METAL LOSS,789.003,0.0,0.1,0.652,0.859,,,,40.22000000000003,275.0,1.3073361412148683,-14.942920471376183,Ext Metal Loss,metal loss / mill anomaly,20000367,METAL LOSS,793.615,0.0,0.104,0.77,0.918,,,,40.49199999999996,264.0,-1.5679269490148002,-14.917828430524102,Ext Metal Loss,metal loss / mill anomaly,39,0
450,,,,,,,,,,,,,,,,,20000366,METAL LOSS,788.417,0.0,0.113,1.162,0.795,,,,35.29399999999998,265.0,-1.3073361412148738,-14.942920471376183,Ext Metal Loss,metal loss / mill anomaly,39,0
41,520,WELD,866.676,0.0,,,,59.329000000000065,0.0,0.72,59.329000000000065,,,,,,520,WELD,871.823,0.0,,,,59.726999999999975,0.0,0.72,59.726999999999975,,,,,,40,-1
37,20000038,METAL LOSS,822.282,0.0,0.1,0.803,1.058,,,,14.93500000000006,355.0,14.942920471376183,-1.3073361412148747,Ext Metal Loss,metal loss / mill anomaly,20000368,METAL LOSS,827.15,0.0,0.115,0.858,0.643,,,,15.053999999999974,320.0,11.490666646784668,-9.641814145298094,Ext Metal Loss,metal loss / mill anomaly,40,0
38,20000039,METAL LOSS,822.319,0.0,0.1,0.779,0.545,,,,14.97199999999998,325.0,12.287280664334874,-8.603646545265695,Ext Metal Loss,metal loss / mill anomaly,20000368,METAL LOSS,827.15,0.0,0.115,0.858,0.643,,,,15.053999999999974,320.0,11.490666646784668,-9.641814145298094,Ext Metal Loss,metal loss / mill anomaly,40,1
451,,,,,,,,,,,,,,,,,20000369,METAL LOSS,844.585,0.0,0.112,0.643,0.493,,,,32.48900000000003,123.0,-8.169585525225406,12.58005851918136,Ext Metal Loss,metal loss / mill anomaly,40,1
39,20000040,METAL LOSS,822.443,0.0,0.1,0.986,0.564,,,,15.096000000000004,343.0,14.34457133944553,-4.385575570841056,Ext Metal Loss,metal loss / mill anomaly,20000368,METAL LOSS,827.15,0.0,0.115,0.858,0.643,,,,15.053999999999974,320.0,11.490666646784668,-9.641814145298094,Ext Metal Loss,metal loss / mill anomaly,40,2
40,20000041,METAL LOSS,822.912,0.0,0.1,0.717,0.529,,,,15.565000000000055,19.0,14.182778633989752,4.88352231685735,Ext Metal Loss,metal loss / mill anomaly,20000368,METAL LOSS,827.15,0.0,0.115,0.858,0.643,,,,15.053999999999974,320.0,11.490666646784668,-9.641814145298094,Ext Metal Loss,metal loss / mill anomaly,40,3
41,20000042,METAL LOSS,823.046,0.0,0.1,0.755,0.731,,,,15.69900000000007,19.0,14.182778633989752,4.88352231685735,Ext Metal Loss,metal loss / mill anomaly,20000368,METAL LOSS,827.15,0.0,0.115,0.858,0.643,,,,15.053999999999974,320.0,11.490666646784668,-9.641814145298094,Ext Metal Loss,metal loss / mill anomaly,40,4
5,20000043,METAL LOSS,860.96,0.0,0.1,1.102,0.795,,,,53.613000000000056,27.0,13.365097862825518,6.809857496093201,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,40,5
42,530,WELD,924.132,0.0,,,,57.455999999999904,0.0,0.72,57.455999999999904,,,,,,530,WELD,929.662,0.0,,,,57.839000000000055,0.0,0.72,57.839000000000055,,,,,,41,-1
42,20000044,METAL LOSS,873.315,0.0,0.1,0.713,0.622,,,,6.63900000000001,310.0,9.641814145298088,-11.490666646784671,Ext Metal Loss,metal loss / mill anomaly,20000370,METAL LOSS,919.129,0.0,0.126,1.133,0.894,,,,47.30600000000004,296.0,6.5755672018361615,-13.481910694487505,Ext Metal Loss,metal loss / mill anomaly,41,0
6,20000045,METAL LOSS,873.591,0.0,0.1,0.835,1.644,,,,6.914999999999964,322.0,11.82016130410083,-9.234922129884872,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,41,1
7,20000046,METAL LOSS,877.603,0.0,0.1,0.585,0.511,,,,10.926999999999907,329.0,12.857509510531681,-7.725571123650817,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,41,2
8,20000047,METAL LOSS,910.316,0.0,0.1,1.584,1.368,,,,43.639999999999986,330.0,12.990381056766577,-7.500000000000007,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,41,3
