,id_A,feature_A,wc_A,wt_A,depth_in_A,length_in_A,width_in_A,joint_length_A,pressure_1_A,pressure_2_A,us_weld_dist_wc_ft_A,orientation_deg_A,orientation_x_A,orientation_y_A,comments_A,feature_category_A,id_B,feature_B,wc_B,wt_B,depth_in_B,length_in_B,width_in_B,joint_length_B,pressure_1_B,pressure_2_B,us_weld_dist_wc_ft_B,orientation_deg_B,orientation_x_B,orientation_y_B,comments_B,feature_category_B,pipe_section,section_sequence
43,20000048,METAL LOSS,913.654,0.0,0.114,1.065,0.945,,,,46.97799999999995,307.0,9.02722534728072,-11.979532650709398,Ext Metal Loss,metal loss / mill anomaly,20000370,METAL LOSS,919.129,0.0,0.126,1.133,0.894,,,,47.30600000000004,296.0,6.5755672018361615,-13.481910694487505,Ext Metal Loss,metal loss / mill anomaly,41,4
44,20000049,METAL LOSS,914.009,0.0,0.1,1.228,0.86,,,,47.33299999999997,301.0,7.725571123650811,-12.857509510531685,Ext Metal Loss,metal loss / mill anomaly,20000370,METAL LOSS,919.129,0.0,0.126,1.133,0.894,,,,47.30600000000004,296.0,6.5755672018361615,-13.481910694487505,Ext Metal Loss,metal loss / mill anomaly,41,5
45,20000050,METAL LOSS,914.317,0.0,0.1,0.553,0.762,,,,47.64099999999996,307.0,9.02722534728072,-11.979532650709398,Ext Metal Loss,metal loss / mill anomaly,20000371,METAL LOSS,919.491,0.0,0.118,1.078,0.671,,,,47.668000000000006,287.0,4.385575570841052,-14.344571339445531,Ext Metal Loss,metal loss / mill anomaly,41,6
46,20000051,METAL LOSS,915.119,0.0,0.1,1.017,0.919,,,,48.442999999999984,343.0,14.34457133944553,-4.385575570841056,Ext Metal Loss,metal loss / mill anomaly,20000371,METAL LOSS,919.491,0.0,0.118,1.078,0.671,,,,47.668000000000006,287.0,4.385575570841052,-14.344571339445531,Ext Metal Loss,metal loss / mill anomaly,41,7
47,20000052,METAL LOSS,915.644,0.0,0.1,0.792,0.532,,,,48.96799999999996,313.0,10.229975400937478,-10.970305524287557,Ext Metal Loss,metal loss / mill anomaly,20000371,METAL LOSS,919.491,0.0,0.118,1.078,0.671,,,,47.668000000000006,287.0,4.385575570841052,-14.344571339445531,Ext Metal Loss,metal loss / mill anomaly,41,8
9,20000053,METAL LOSS,916.023,0.0,0.1,0.576,0.432,,,,49.34699999999998,331.0,13.119295607090939,-7.272144303695052,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,41,9
10,20000054,METAL LOSS,921.293,0.0,0.1,1.24,1.066,,,,54.61699999999996,333.0,13.365097862825516,-6.809857496093205,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,41,10
11,20000055,METAL LOSS,922.692,0.0,0.1,0.612,0.763,,,,56.01599999999996,315.0,10.606601717798211,-10.606601717798215,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,41,11
12,20000056,METAL LOSS,923.48,0.0,0.1,0.695,0.528,,,,56.803999999999974,135.0,-10.606601717798211,10.606601717798213,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,41,12
13,20000057,METAL LOSS,923.855,0.0,0.1,0.923,0.892,,,,57.178999999999974,147.0,-12.580058519181359,8.16958552522541,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,41,13
43,540,WELD,981.114,0.0,,,,56.982000000000085,0.0,0.72,56.982000000000085,,,,,,540,WELD,986.944,0.0,,,,57.281999999999925,0.0,0.72,57.281999999999925,,,,,,42,-1
48,20000058,METAL LOSS,924.663,0.0,0.1,1.228,1.064,,,,0.5310000000000628,213.0,-12.58005851918136,-8.169585525225406,Ext Metal Loss,metal loss / mill anomaly,20000374,METAL LOSS,931.371,0.0,0.14,0.785,0.61,,,,1.7089999999999463,233.0,-9.027225347280725,-11.979532650709393,Ext Metal Loss,metal loss / mill anomaly,42,0
49,20000059,METAL LOSS,925.368,0.0,0.1,0.663,0.555,,,,1.2360000000001037,135.0,-10.606601717798211,10.606601717798213,Ext Metal Loss,metal loss / mill anomaly,20000372,METAL LOSS,930.901,0.0,0.127,0.728,0.415,,,,1.238999999999919,120.0,-7.4999999999999964,12.990381056766582,Ext Metal Loss,metal loss / mill anomaly,42,1
50,20000060,METAL LOSS,925.613,0.0,0.112,0.697,0.552,,,,1.4810000000001082,52.0,9.234922129884874,11.820161304100829,Ext Metal Loss,metal loss / mill anomaly,20000373,METAL LOSS,931.139,0.0,0.133,0.789,0.479,,,,1.4769999999999754,35.0,12.287280664334878,8.60364654526569,Ext Metal Loss,metal loss / mill anomaly,42,2
51,20000061,METAL LOSS,925.71,0.0,0.1,0.783,0.566,,,,1.5780000000000882,16.0,14.418925439074783,4.134560337254987,Ext Metal Loss,metal loss / mill anomaly,20000373,METAL LOSS,931.139,0.0,0.133,0.789,0.479,,,,1.4769999999999754,35.0,12.287280664334878,8.60364654526569,Ext Metal Loss,metal loss / mill anomaly,42,3
52,20000062,METAL LOSS,925.735,0.0,0.116,1.53,0.57,,,,1.6030000000000655,340.0,14.095389311788626,-5.130302149885028,Ext Metal Loss,metal loss / mill anomaly,20000373,METAL LOSS,931.139,0.0,0.133,0.789,0.479,,,,1.4769999999999754,35.0,12.287280664334878,8.60364654526569,Ext Metal Loss,metal loss / mill anomaly,42,4
53,20000063,METAL LOSS,925.79,0.0,0.1,0.826,1.065,,,,1.6580000000000155,10.0,14.772116295183121,2.6047226650039548,Ext Metal Loss,metal loss / mill anomaly,20000373,METAL LOSS,931.139,0.0,0.133,0.789,0.479,,,,1.4769999999999754,35.0,12.287280664334878,8.60364654526569,Ext Metal Loss,metal loss / mill anomaly,42,5
54,20000064,METAL LOSS,925.84,0.0,0.166,0.735,0.517,,,,1.7080000000000837,244.0,-6.575567201836166,-13.481910694487503,Ext Metal Loss,metal loss / mill anomaly,20000374,METAL LOSS,931.371,0.0,0.14,0.785,0.61,,,,1.7089999999999463,233.0,-9.027225347280725,-11.979532650709393,Ext Metal Loss,metal loss / mill anomaly,42,6
14,20000065,METAL LOSS,930.088,0.0,0.1,0.638,0.371,,,,5.956000000000017,336.0,13.703181864639015,-6.101049646137002,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,42,7
15,20000066,METAL LOSS,941.062,0.0,0.1,1.537,1.059,,,,16.930000000000064,322.0,11.82016130410083,-9.234922129884872,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,42,8
16,20000067,METAL LOSS,944.064,0.0,0.1,0.499,0.713,,,,19.932000000000016,299.0,7.272144303695058,-13.119295607090935,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,42,9
55,20000068,METAL LOSS,950.275,0.0,0.255,0.962,0.662,,,,26.14300000000003,247.0,-5.860966927339107,-13.807572801786604,Ext Metal Loss,metal loss / mill anomaly,20000375,METAL LOSS,955.93,0.0,0.248,1.002,0.741,,,,26.267999999999915,233.0,-9.027225347280725,-11.979532650709393,Ext Metal Loss,metal loss / mill anomaly,42,10
44,550,WELD,1036.177,0.312,,,,55.062999999999874,35000.0,0.72,55.062999999999874,,,,ERW,erw,550,WELD,1042.358,0.312,,,,55.41399999999999,35000.0,0.72,55.41399999999999,,,,ERW,erw,43,-1
56,20000069,METAL LOSS,1000.184,0.312,0.1,1.22,1.209,,,,19.069999999999936,212.0,-12.720721442346392,-7.948788963498072,Ext Metal Loss,metal loss / mill anomaly,20000376,METAL LOSS,1006.135,0.312,0.105,1.206,0.991,,,,19.19100000000003,205.0,-13.594616805549752,-6.339273926110489,Ext Metal Loss,metal loss / mill anomaly,43,0
57,20000070,METAL LOSS,1000.828,0.312,0.1,0.531,0.333,,,,19.713999999999942,200.0,-14.095389311788626,-5.13030214988503,Ext Metal Loss,metal loss / mill anomaly,20000377,METAL LOSS,1006.786,0.312,0.111,0.599,0.406,,,,19.841999999999985,197.0,-14.344571339445531,-4.385575570841052,Ext Metal Loss,metal loss / mill anomaly,43,1
58,20000071,METAL LOSS,1000.934,0.312,0.1,0.614,0.752,,,,19.819999999999936,212.0,-12.720721442346392,-7.948788963498072,Ext Metal Loss,metal loss / mill anomaly,20000377,METAL LOSS,1006.786,0.312,0.111,0.599,0.406,,,,19.841999999999985,197.0,-14.344571339445531,-4.385575570841052,Ext Metal Loss,metal loss / mill anomaly,43,2
59,20000072,METAL LOSS,1002.915,0.312,0.271,0.606,0.421,,,,21.80099999999993,201.0,-14.003706397458025,-5.3755192431795065,Ext Metal Loss,metal loss / mill anomaly,20000378,METAL LOSS,1008.881,0.312,0.29,0.729,0.506,,,,21.937000000000012,194.0,-14.554435894139948,-3.6288284339950128,Ext Metal Loss,metal loss / mill anomaly,43,3
60,20000073,METAL LOSS,1004.795,0.312,0.1,0.871,0.691,,,,23.680999999999926,208.0,-13.244213892883904,-7.042073441788363,Ext Metal Loss,metal loss / mill anomaly,20000378,METAL LOSS,1008.881,0.312,0.29,0.729,0.506,,,,21.937000000000012,194.0,-14.554435894139948,-3.6288284339950128,Ext Metal Loss,metal loss / mill anomaly,43,4
61,20000074,METAL LOSS,1009.022,0.312,0.125,1.782,2.139,,,,27.908000000000015,336.0,13.703181864639015,-6.101049646137002,Ext Metal Loss,metal loss / mill anomaly,20000379,METAL LOSS,1015.021,0.312,0.123,2.052,2.465,,,,28.076999999999998,322.0,11.82016130410083,-9.234922129884872,Ext Metal Loss,metal loss / mill anomaly,43,5
62,20000075,METAL LOSS,1033.232,0.312,0.141,1.433,1.089,,,,52.11799999999994,194.0,-14.554435894139948,-3.6288284339950128,Ext Metal Loss,metal loss / mill anomaly,20000380,METAL LOSS,1039.42,0.312,0.164,1.365,1.006,,,,52.47600000000011,182.0,-14.990862405286437,-0.5234924505375134,Ext Metal Loss,metal loss / mill anomaly,43,6
45,560,WELD,1073.87,0.0,,,,37.692999999999984,0.0,0.72,37.692999999999984,,,,,,560,WELD,1080.306,0.0,,,,37.94800000000009,0.0,0.72,37.94800000000009,,,,,,44,-1
17,20000076,METAL LOSS,1047.433,0.0,0.1,1.095,1.1,,,,11.256000000000085,293.0,5.860966927339103,-13.807572801786607,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,44,0
46,570,WELD,1087.157,0.0,,,,13.287000000000035,0.0,0.72,13.287000000000035,,,,,,570,WELD,1093.636,0.0,,,,13.329999999999927,0.0,0.72,13.329999999999927,,,,,,45,-1
47,580,WELD,1114.285,0.0,,,,27.128000000000156,0.0,0.72,27.128000000000156,,,,,,580,WELD,1120.958,0.0,,,,27.322000000000116,0.0,0.72,27.322000000000116,,,,,,46,-1
48,590,WELD,1159.487,0.0,,,,45.202,0.0,0.72,45.202,,,,,,590,WELD,1166.431,0.0,,,,45.472999999999956,0.0,0.72,45.472999999999956,,,,,,47,-1
49,600,WELD,1195.776,0.0,,,,36.28899999999999,0.0,0.72,36.28899999999999,,,,,,600,WELD,1202.937,0.0,,,,36.50599999999986,0.0,0.72,36.50599999999986,,,,,,48,-1
63,20000077,METAL LOSS,1161.358,0.0,0.101,0.544,0.358,,,,1.8709999999998672,254.0,-4.1345603372549835,-14.418925439074785,Ext Metal Loss,metal loss / mill anomaly,20000381,METAL LOSS,1168.804,0.0,0.154,0.725,0.402,,,,2.3730000000000473,256.0,-3.628828433995017,-14.554435894139948,Int Metal Loss,metal loss / mill anomaly,48,0
64,20000078,METAL LOSS,1161.854,0.0,0.183,0.702,0.407,,,,2.366999999999962,266.0,-1.0463471061618836,-14.963460753897364,Ext Metal Loss,metal loss / mill anomaly,20000381,METAL LOSS,1168.804,0.0,0.154,0.725,0.402,,,,2.3730000000000473,256.0,-3.628828433995017,-14.554435894139948,Int Metal Loss,metal loss / mill anomaly,48,1
65,20000079,METAL LOSS,1164.108,0.0,0.1,1.597,0.536,,,,4.620999999999867,253.0,-4.3855755708410555,-14.34457133944553,Ext Metal Loss,metal loss / mill anomaly,20000386,METAL LOSS,1202.033,0.0,0.191,0.769,0.569,,,,35.60199999999986,254.0,-4.1345603372549835,-14.418925439074785,Int Metal Loss,metal loss / mill anomaly,48,2
18,20000080,METAL LOSS,1165.045,0.0,0.1,1.361,1.007,,,,5.557999999999993,103.0,-3.3742658151579756,14.615550971778529,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,48,3
19,20000081,METAL LOSS,1166.466,0.0,0.1,0.758,0.758,,,,6.9789999999998145,91.0,-0.2617860965592521,14.997715427345868,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,48,4
20,20000082,METAL LOSS,1167.345,0.0,0.1,1.226,0.753,,,,7.857999999999947,120.0,-7.4999999999999964,12.990381056766582,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,48,5
66,20000083,METAL LOSS,1168.35,0.0,0.1,1.03,1.181,,,,8.862999999999829,276.0,1.567926949014795,-14.917828430524102,Ext Metal Loss,metal loss / mill anomaly,20000381,METAL LOSS,1168.804,0.0,0.154,0.725,0.402,,,,2.3730000000000473,256.0,-3.628828433995017,-14.554435894139948,Int Metal Loss,metal loss / mill anomaly,48,6
21,20000084,METAL LOSS,1170.382,0.0,0.1,0.748,0.757,,,,10.894999999999982,108.0,-4.63525491562421,14.265847744427305,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,48,7
22,20000085,METAL LOSS,1170.685,0.0,0.1,1.405,1.008,,,,11.197999999999865,108.0,-4.63525491562421,14.265847744427305,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,48,8
67,20000086,METAL LOSS,1170.861,0.0,0.1,0.909,0.757,,,,11.374000000000024,246.0,-6.101049646137001,-13.703181864639015,Ext Metal Loss,metal loss / mill anomaly,20000383,METAL LOSS,1196.662,0.0,0.201,0.666,0.427,,,,30.230999999999995,247.0,-5.860966927339107,-13.807572801786604,Int Metal Loss,metal loss / mill anomaly,48,9
68,20000086,METAL LOSS,1170.861,0.0,0.1,0.909,0.757,,,,11.374000000000024,246.0,-6.101049646137001,-13.703181864639015,Ext Metal Loss,metal loss / mill anomaly,20000384,METAL LOSS,1197.217,0.0,0.158,0.785,0.508,,,,30.786000000000058,247.0,-5.860966927339107,-13.807572801786604,Int Metal Loss,metal loss / mill anomaly,48,9
69,20000087,METAL LOSS,1186.267,0.0,0.1,0.9,1.518,,,,26.779999999999973,251.0,-4.883522316857349,-14.182778633989752,Int Metal Loss,metal loss / mill anomaly,20000382,METAL LOSS,1194.295,0.0,0.128,0.481,0.333,,,,27.864000000000033,250.0,-5.130302149885027,-14.095389311788626,Int Metal Loss,metal loss / mill anomaly,48,10
70,20000088,METAL LOSS,1187.188,0.0,0.148,0.49,0.361,,,,27.701000000000022,262.0,-2.0875965144009876,-14.854021031123553,Int Metal Loss,metal loss / mill anomaly,20000382,METAL LOSS,1194.295,0.0,0.128,0.481,0.333,,,,27.864000000000033,250.0,-5.130302149885027,-14.095389311788626,Int Metal Loss,metal loss / mill anomaly,48,11
71,20000089,METAL LOSS,1189.547,0.0,0.287,0.651,0.339,,,,30.059999999999945,261.0,-2.346516975603466,-14.815325108927064,Int Metal Loss,metal loss / mill anomaly,20000383,METAL LOSS,1196.662,0.0,0.201,0.666,0.427,,,,30.230999999999995,247.0,-5.860966927339107,-13.807572801786604,Int Metal Loss,metal loss / mill anomaly,48,12
72,20000090,METAL LOSS,1190.091,0.0,0.213,0.747,0.338,,,,30.603999999999814,261.0,-2.346516975603466,-14.815325108927064,Int Metal Loss,metal loss / mill anomaly,20000384,METAL LOSS,1197.217,0.0,0.158,0.785,0.508,,,,30.786000000000058,247.0,-5.860966927339107,-13.807572801786604,Int Metal Loss,metal loss / mill anomaly,48,13
73,20000091,METAL LOSS,1192.808,0.0,0.113,0.386,0.333,,,,33.32099999999991,255.0,-3.8822856765378093,-14.488887394336025,Int Metal Loss,metal loss / mill anomaly,20000385,METAL LOSS,1200.013,0.0,0.212,0.947,0.49,,,,33.58199999999988,243.0,-6.809857496093204,-13.365097862825516,Int Metal Loss,metal loss / mill anomaly,48,14
74,20000092,METAL LOSS,1192.881,0.0,0.231,0.894,0.526,,,,33.394000000000005,256.0,-3.628828433995017,-14.554435894139948,Int Metal Loss,metal loss / mill anomaly,20000385,METAL LOSS,1200.013,0.0,0.212,0.947,0.49,,,,33.58199999999988,243.0,-6.809857496093204,-13.365097862825516,Int Metal Loss,metal loss / mill anomaly,48,15
75,20000093,METAL LOSS,1194.884,0.0,0.214,0.756,0.593,,,,35.396999999999935,268.0,-0.5234924505375114,-14.990862405286437,Int Metal Loss,metal loss / mill anomaly,20000386,METAL LOSS,1202.033,0.0,0.191,0.769,0.569,,,,35.60199999999986,254.0,-4.1345603372549835,-14.418925439074785,Int Metal Loss,metal loss / mill anomaly,48,16
50,610,WELD,1235.996,0.25,,,,40.22000000000003,35000.0,0.72,40.22000000000003,,,,SEAMLESS,seamless,610,WELD,1243.27,0.25,,,,40.333000000000084,35000.0,0.72,40.333000000000084,,,,SEAMLESS,seamless,49,-1
76,20000094,METAL LOSS,1196.677,0.25,0.174,0.765,0.471,,,,0.9009999999998399,238.0,-7.9487889634980755,-12.720721442346388,Int Metal Loss,metal loss / mill anomaly,20000387,METAL LOSS,1203.842,0.25,0.114,0.825,0.721,,,,0.9050000000002001,228.0,-10.036959095382873,-11.147172382160914,Int Metal Loss,metal loss / mill anomaly,49,0
77,20000095,METAL LOSS,1197.453,0.25,0.115,0.435,0.333,,,,1.6769999999999072,250.0,-5.130302149885027,-14.095389311788626,Int Metal Loss,metal loss / mill anomaly,20000388,METAL LOSS,1204.703,0.25,0.124,1.107,0.911,,,,1.7660000000000764,237.0,-8.169585525225404,-12.58005851918136,Int Metal Loss,metal loss / mill anomaly,49,1
78,20000096,METAL LOSS,1197.533,0.25,0.246,1.062,0.407,,,,1.7569999999998345,244.0,-6.575567201836166,-13.481910694487503,Int Metal Loss,metal loss / mill anomaly,20000388,METAL LOSS,1204.703,0.25,0.124,1.107,0.911,,,,1.7660000000000764,237.0,-8.169585525225404,-12.58005851918136,Int Metal Loss,metal loss / mill anomaly,49,2
79,20000097,METAL LOSS,1197.967,0.25,0.1,0.983,0.754,,,,2.191000000000031,244.0,-6.575567201836166,-13.481910694487503,Int Metal Loss,metal loss / mill anomaly,20000388,METAL LOSS,1204.703,0.25,0.124,1.107,0.911,,,,1.7660000000000764,237.0,-8.169585525225404,-12.58005851918136,Int Metal Loss,metal loss / mill anomaly,49,3
80,20000098,METAL LOSS,1198.041,0.25,0.1,0.671,0.758,,,,2.2649999999998727,243.0,-6.809857496093204,-13.365097862825516,Int Metal Loss,metal loss / mill anomaly,20000389,METAL LOSS,1205.487,0.25,0.126,1.505,1.167,,,,2.550000000000182,233.0,-9.027225347280725,-11.979532650709393,Int Metal Loss,metal loss / mill anomaly,49,4
81,20000099,METAL LOSS,1198.319,0.25,0.162,1.382,1.084,,,,2.5429999999998927,244.0,-6.575567201836166,-13.481910694487503,Int Metal Loss,metal loss / mill anomaly,20000389,METAL LOSS,1205.487,0.25,0.126,1.505,1.167,,,,2.550000000000182,233.0,-9.027225347280725,-11.979532650709393,Int Metal Loss,metal loss / mill anomaly,49,5
82,20000100,METAL LOSS,1198.604,0.25,0.22,0.712,0.645,,,,2.8279999999999745,249.0,-5.375519243179511,-14.003706397458025,Int Metal Loss,metal loss / mill anomaly,20000390,METAL LOSS,1205.772,0.25,0.121,0.801,0.838,,,,2.8350000000000364,234.0,-8.816778784387099,-12.13525491562421,Int Metal Loss,metal loss / mill anomaly,49,6
83,20000101,METAL LOSS,1199.637,0.25,0.227,1.306,0.693,,,,3.8609999999998763,244.0,-6.575567201836166,-13.481910694487503,Int Metal Loss,metal loss / mill anomaly,20000391,METAL LOSS,1206.809,0.25,0.133,1.403,1.137,,,,3.872000000000071,239.0,-7.725571123650817,-12.857509510531681,Int Metal Loss,metal loss / mill anomaly,49,7
84,20000102,METAL LOSS,1199.796,0.25,0.126,0.786,0.671,,,,4.019999999999982,238.0,-7.9487889634980755,-12.720721442346388,Int Metal Loss,metal loss / mill anomaly,20000391,METAL LOSS,1206.809,0.25,0.133,1.403,1.137,,,,3.872000000000071,239.0,-7.725571123650817,-12.857509510531681,Int Metal Loss,metal loss / mill anomaly,49,8
85,20000103,METAL LOSS,1199.917,0.25,0.106,0.981,0.764,,,,4.140999999999849,244.0,-6.575567201836166,-13.481910694487503,Int Metal Loss,metal loss / mill anomaly,20000391,METAL LOSS,1206.809,0.25,0.133,1.403,1.137,,,,3.872000000000071,239.0,-7.725571123650817,-12.857509510531681,Int Metal Loss,metal loss / mill anomaly,49,9
86,20000104,METAL LOSS,1200.568,0.25,0.145,1.104,0.654,,,,4.791999999999916,238.0,-7.9487889634980755,-12.720721442346388,Int Metal Loss,metal loss / mill anomaly,20000392,METAL LOSS,1207.756,0.25,0.121,1.025,0.746,,,,4.819000000000187,236.0,-8.387893552061199,-12.435563588325628,Int Metal Loss,metal loss / mill anomaly,49,10
87,20000105,METAL LOSS,1200.907,0.25,0.1,0.786,0.728,,,,5.130999999999858,244.0,-6.575567201836166,-13.481910694487503,Int Metal Loss,metal loss / mill anomaly,20000392,METAL LOSS,1207.756,0.25,0.121,1.025,0.746,,,,4.819000000000187,236.0,-8.387893552061199,-12.435563588325628,Int Metal Loss,metal loss / mill anomaly,49,11
88,20000106,METAL LOSS,1202.305,0.25,0.1,1.028,0.682,,,,6.528999999999996,239.0,-7.725571123650817,-12.857509510531681,Int Metal Loss,metal loss / mill anomaly,20000393,METAL LOSS,1210.188,0.25,0.156,0.899,0.511,,,,7.251000000000204,236.0,-8.387893552061199,-12.435563588325628,Int Metal Loss,metal loss / mill anomaly,49,12
89,20000107,METAL LOSS,1202.775,0.25,0.137,0.931,0.531,,,,6.999000000000024,245.0,-6.3392739261104865,-13.594616805549752,Int Metal Loss,metal loss / mill anomaly,20000393,METAL LOSS,1210.188,0.25,0.156,0.899,0.511,,,,7.251000000000204,236.0,-8.387893552061199,-12.435563588325628,Int Metal Loss,metal loss / mill anomaly,49,13
90,20000108,METAL LOSS,1202.994,0.25,0.134,0.916,0.677,,,,7.217999999999847,245.0,-6.3392739261104865,-13.594616805549752,Int Metal Loss,metal loss / mill anomaly,20000393,METAL LOSS,1210.188,0.25,0.156,0.899,0.511,,,,7.251000000000204,236.0,-8.387893552061199,-12.435563588325628,Int Metal Loss,metal loss / mill anomaly,49,14
91,20000109,METAL LOSS,1204.638,0.25,0.1,0.634,0.446,,,,8.861999999999853,246.0,-6.101049646137001,-13.703181864639015,Int Metal Loss,metal loss / mill anomaly,20000393,METAL LOSS,1210.188,0.25,0.156,0.899,0.511,,,,7.251000000000204,236.0,-8.387893552061199,-12.435563588325628,Int Metal Loss,metal loss / mill anomaly,49,15
92,20000110,METAL LOSS,1204.771,0.25,0.1,0.616,0.491,,,,8.99499999999989,246.0,-6.101049646137001,-13.703181864639015,Int Metal Loss,metal loss / mill anomaly,20000393,METAL LOSS,1210.188,0.25,0.156,0.899,0.511,,,,7.251000000000204,236.0,-8.387893552061199,-12.435563588325628,Int Metal Loss,metal loss / mill anomaly,49,16
93,20000111,METAL LOSS,1214.014,0.25,0.1,0.754,1.188,,,,18.23799999999983,238.0,-7.9487889634980755,-12.720721442346388,Ext Metal Loss,metal loss / mill anomaly,20000391,METAL LOSS,1206.809,0.25,0.133,1.403,1.137,,,,3.872000000000071,239.0,-7.725571123650817,-12.857509510531681,Int Metal Loss,metal loss / mill anomaly,49,17
94,20000112,METAL LOSS,1215.484,0.25,0.1,0.927,0.756,,,,19.707999999999856,245.0,-6.3392739261104865,-13.594616805549752,Ext Metal Loss,metal loss / mill anomaly,20000391,METAL LOSS,1206.809,0.25,0.133,1.403,1.137,,,,3.872000000000071,239.0,-7.725571123650817,-12.857509510531681,Int Metal Loss,metal loss / mill anomaly,49,18
23,20000113,METAL LOSS,1215.798,0.25,0.1,1.677,1.595,,,,20.021999999999935,293.0,5.860966927339103,-13.807572801786607,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,49,19
95,20000114,METAL LOSS,1216.525,0.25,0.1,0.898,0.76,,,,20.749000000000024,240.0,-7.500000000000007,-12.990381056766577,Ext Metal Loss,metal loss / mill anomaly,20000391,METAL LOSS,1206.809,0.25,0.133,1.403,1.137,,,,3.872000000000071,239.0,-7.725571123650817,-12.857509510531681,Int Metal Loss,metal loss / mill anomaly,49,20
96,20000115,METAL LOSS,1217.085,0.25,0.1,0.433,0.741,,,,21.30899999999997,252.0,-4.6352549156242135,-14.265847744427303,Ext Metal Loss,metal loss / mill anomaly,20000391,METAL LOSS,1206.809,0.25,0.133,1.403,1.137,,,,3.872000000000071,239.0,-7.725571123650817,-12.857509510531681,Int Metal Loss,metal loss / mill anomaly,49,21
97,20000116,METAL LOSS,1218.187,0.25,0.1,0.927,1.254,,,,22.41099999999983,229.0,-9.840885434857611,-11.32064370334158,Ext Metal Loss,metal loss / mill anomaly,20000387,METAL LOSS,1203.842,0.25,0.114,0.825,0.721,,,,0.9050000000002001,228.0,-10.036959095382873,-11.147172382160914,Int Metal Loss,metal loss / mill anomaly,49,22
24,20000117,METAL LOSS,1218.72,0.25,0.1,1.808,1.595,,,,22.94399999999996,259.0,-2.8621349306481694,-14.72440775171496,Ext Metal Loss,metal loss / mill anomaly,,,,,,,,,,,,,,,,,49,23
