,wc_B,wc_A,lat_A,lat_B,lng_A,lng_B
3667,156679.933,157044.325,32.68680259,32.68438184,-104.25602677,-104.25441285
3668,156725.013,157089.368,32.68691099,32.68448964,-104.25609767,-104.25448498
3669,156770.074,157134.379,32.68701926,32.68459747,-104.25616863,-104.25455754
3670,156815.095,157179.478,32.68712718,32.68470509,-104.25624085,-104.25463033
3671,156860.097,157224.576,32.68723486,32.68481263,-104.2563136,-104.25470268
3672,156905.089,157269.707,32.68734293,32.68491986,-104.25638577,-104.2547742
3673,156950.159,157314.827,32.68745132,32.68502782,-104.25645726,-104.25484483
3674,156976.656,157359.936,32.6875595,32.68509128,-104.25652905,-104.25488622
3675,157021.687,157405.067,32.68766765,32.68519946,-104.25660106,-104.25495791
3676,157054.378,157450.133,32.6877758,32.68527764,-104.2566727,-104.25501023
3677,157099.282,157495.209,32.68788399,32.68538512,-104.25674437,-104.25508272
3678,157126.053,157540.275,32.68799191,32.68544919,-104.25681647,-104.25512532
3679,157166.843,157585.329,32.68809994,32.68554724,-104.25688827,-104.25518999
3680,157211.875,157630.373,32.68820785,32.68565521,-104.25696025,-104.25526213
3681,157256.917,157675.449,32.68831594,32.68576324,-104.25703211,-104.25533404
3682,157301.978,157720.504,32.68842379,32.685871,-104.25710426,-104.25540642
3683,157346.98,157754.696,32.68850552,32.68597899,-104.25715928,-104.25547801
3684,157391.963,157799.816,32.68861917,32.68608714,-104.25721327,-104.25554939
3685,157437.03,157844.882,32.68874206,32.68619515,-104.25723218,-104.25562083
3686,157482.012,157878.266,32.68883319,32.68630301,-104.25724563,-104.25569295
3687,157526.99,157923.299,32.68895616,32.68641092,-104.25726319,-104.25576481
3688,157555.484,157946.912,32.68902059,32.68647937,-104.25727288,-104.25581046
3689,157600.452,157992.0,32.68914363,32.68658702,-104.25729155,-104.25588288
3690,157645.434,158037.011,32.68926642,32.68669462,-104.25731052,-104.25595517
3691,157690.45,158082.043,32.68938929,32.68680259,-104.25732925,-104.25602677
3692,157735.452,158127.142,32.68951236,32.68691099,-104.25734793,-104.25609767
3693,157780.523,158172.229,32.6896353,32.68701926,-104.25736739,-104.25616863
3694,157825.632,158217.349,32.68975833,32.68712718,-104.2573868,-104.25624085
3695,157870.826,158262.382,32.6898812,32.68723486,-104.25740556,-104.2563136
3696,157915.837,158307.48,32.69000426,32.68734293,-104.25742416,-104.25638577
3697,157960.819,158330.417,32.69006683,32.68745132,-104.25743389,-104.25645726
3698,158005.797,158375.428,32.69018965,32.6875595,-104.25745257,-104.25652905
3699,158050.882,158420.504,32.69031264,32.68766765,-104.25747117,-104.25660106
3700,158095.844,158465.624,32.69043585,32.6877758,-104.25748888,-104.2566727
3701,158140.856,158510.668,32.6905587,32.68788399,-104.25750801,-104.25674437
3702,158185.848,158555.69,32.69068136,32.68799191,-104.25752832,-104.25681647
3703,158230.869,158600.766,32.69080426,32.68809994,-104.25754749,-104.25688827
3704,158275.852,158645.908,32.6909275,32.68820785,-104.25756559,-104.25696025
3705,158320.902,158690.919,32.69105031,32.68831594,-104.25758438,-104.25703211
3706,158365.914,158735.908,32.69117301,32.68842379,-104.2576034,-104.25710426
3707,158400.127,158771.945,32.69127135,32.68850552,-104.25761801,-104.25715928
3708,158445.222,158816.967,32.69139415,32.68861917,-104.25763699,-104.25721327
3709,158490.204,158862.0,32.69151699,32.68874206,-104.25765578,-104.25723218
3710,158523.587,158907.055,32.69163995,32.68883319,-104.25767412,-104.25724563
3711,158568.693,158952.12,32.69176291,32.68895616,-104.25769292,-104.25726319
3712,158592.348,158997.197,32.69188585,32.68902059,-104.2577118,-104.25727288
3713,158637.399,159042.24,32.69200874,32.68914363,-104.25773044,-104.25729155
3714,158682.48,159087.262,32.69213152,32.68926642,-104.25774957,-104.25731052
3715,158727.551,159132.306,32.6922544,32.68938929,-104.25776854,-104.25732925
3716,158772.623,159177.328,32.69237717,32.68951236,-104.25778786,-104.25734793
3717,158817.689,159222.426,32.69250011,32.6896353,-104.25780762,-104.25736739
3718,158862.715,159267.448,32.69262289,32.68975833,-104.25782684,-104.2573868
3719,158907.747,159312.415,32.69274565,32.6898812,-104.25784487,-104.25740556
3720,158952.856,159357.491,32.69286866,32.69000426,-104.25786334,-104.25742416
3721,158975.809,159402.513,32.69299147,32.69006683,-104.25788233,-104.25743389
3722,159020.889,159439.38,32.69309201,32.69018965,-104.2578981,-104.25745257
3723,159065.906,159484.402,32.6932148,32.69031264,-104.25791724,-104.25747117
3724,159110.971,159529.413,32.69333761,32.69043585,-104.25793593,-104.25748888
3725,159156.091,159574.457,32.69346052,32.6905587,-104.25795472,-104.25750801
3726,159201.102,159619.446,32.69358322,32.69068136,-104.25797389,-104.25752832
3727,159246.119,159664.478,32.69370607,32.69080426,-104.25799282,-104.25754749
3728,159291.239,159709.511,32.69382894,32.6909275,-104.25801156,-104.25756559
3729,159336.285,159740.461,32.69391346,32.69105031,-104.25802373,-104.25758438
3730,159381.306,159785.461,32.69403631,32.69117301,-104.2580418,-104.2576034
3731,159417.389,159830.461,32.6941591,32.69127135,-104.25806052,-104.25761801
3732,159462.43,159875.494,32.69428197,32.69139415,-104.25807921,-104.25763699
3733,159507.54,159920.581,32.69440496,32.69151699,-104.25809817,-104.25765578
3734,159552.61,159965.603,32.69452779,32.69163995,-104.25811698,-104.25767412
3735,159597.666,160010.614,32.69465058,32.69176291,-104.25813575,-104.25769292
3736,159642.702,160055.701,32.69477357,32.69188585,-104.25815466,-104.2577118
3737,159687.723,160100.658,32.69489622,32.69200874,-104.25817317,-104.25773044
3738,159732.745,160145.68,32.695019,32.69213152,-104.25819243,-104.25774957
3739,159777.81,160190.701,32.69514171,32.6922544,-104.25821215,-104.25776854
3740,159822.798,160235.778,32.69526456,32.69237717,-104.25823219,-104.25778786
3741,159867.854,160280.832,32.69538752,32.69250011,-104.25825067,-104.25780762
3742,159912.886,160325.865,32.69551044,32.69262289,-104.25826878,-104.25782684
3743,159957.943,160370.887,32.69563328,32.69274565,-104.25828755,-104.25784487
3744,160002.989,160415.898,32.69575616,32.69286866,-104.25830573,-104.25786334
3745,160047.908,160461.007,32.6958793,32.69299147,-104.25832444,-104.25788233
3746,160084.811,160506.105,32.69600243,32.69309201,-104.25834296,-104.2578981
3747,160129.907,160551.171,32.69612534,32.6932148,-104.25836232,-104.25791724
3748,160174.983,160596.193,32.6962481,32.69333761,-104.25838223,-104.25793593
3749,160219.984,160641.324,32.69637135,32.69346052,-104.25840041,-104.25795472
3750,160265.05,160686.4,32.69649454,32.69358322,-104.25841786,-104.25797389
3751,160310.111,160731.422,32.69661754,32.69370607,-104.25843562,-104.25799282
3752,160355.162,160776.433,32.69674068,32.69382894,-104.25845162,-104.25801156
3753,160386.125,160785.56,32.69676564,32.69391346,-104.25845477,-104.25802373
3754,160431.215,160788.889,32.69677474,32.69403631,-104.25845603,-104.2580418
3755,160476.271,160833.922,32.69689745,32.6941591,-104.25847638,-104.25806052
3756,160521.297,160878.911,32.69701998,32.69428197,-104.25849707,-104.25807921
3757,160566.377,160923.955,32.697143,32.69440496,-104.25851515,-104.25809817
3758,160611.467,160969.031,32.69726612,32.69452779,-104.25853328,-104.25811698
3759,160656.509,161014.162,32.6973894,32.69465058,-104.2585511,-104.25813575
3760,160701.579,161059.217,32.69751237,32.69477357,-104.25856997,-104.25815466
3761,160746.591,161104.228,32.69763522,32.69489622,-104.25858874,-104.25817317
3762,160791.686,161149.25,32.69775808,32.695019,-104.25860769,-104.25819243
3763,160836.781,161194.283,32.69788104,32.69514171,-104.2586261,-104.25821215
3764,160881.843,161239.381,32.69800425,32.69526456,-104.25864366,-104.25823219
3765,160926.929,161284.446,32.69812734,32.69538752,-104.25866162,-104.25825067
3766,160971.985,161329.468,32.6982502,32.69551044,-104.25868057,-104.25826878
3767,161017.022,161374.49,32.69837304,32.69563328,-104.25869983,-104.25828755
3768,161062.034,161419.545,32.69849591,32.69575616,-104.25871948,-104.25830573
3769,161107.032,161459.676,32.69860538,32.6958793,-104.25873683,-104.25832444
3770,161152.009,161504.708,32.69872827,32.69600243,-104.25875588,-104.25834296
3771,161197.089,161549.807,32.69885139,32.69612534,-104.25877453,-104.25836232
3772,161242.155,161594.85,32.69897436,32.6962481,-104.25879299,-104.25838223
3773,161287.196,161639.916,32.69909736,32.69637135,-104.25881185,-104.25840041
3774,161332.252,161684.981,32.69922036,32.69649454,-104.25883075,-104.25841786
3775,161377.244,161730.036,32.69934335,32.69661754,-104.25884941,-104.25843562
3776,161422.255,161775.047,32.69946619,32.69674068,-104.25886814,-104.25845162
3777,161431.405,161820.047,32.69958908,32.69676564,-104.25888613,-104.25845477
3778,161434.728,161865.102,32.69971211,32.69677474,-104.25890438,-104.25845603
3779,161479.828,161910.091,32.69983489,32.69689745,-104.25892321,-104.25847638
3780,161524.879,161955.112,32.69995777,32.69701998,-104.258942,-104.25849707
3781,161569.945,162000.102,32.70008051,32.697143,-104.25896117,-104.25851515
3782,161615.04,162045.178,32.70020349,32.69726612,-104.25898025,-104.25853328
3783,161660.115,162090.178,32.70032631,32.6973894,-104.25899874,-104.2585511
3784,161705.186,162135.2,32.70044926,32.69751237,-104.25901663,-104.25856997
3785,161750.271,162180.287,32.7005723,32.69763522,-104.25903542,-104.25858874
3786,161795.356,162225.364,32.70069526,32.69775808,-104.25905481,-104.25860769
3787,161840.372,162267.351,32.70080984,32.69788104,-104.2590723,-104.2586261
3788,161885.438,162312.372,32.70093278,32.69800425,-104.25909016,-104.25864366
3789,161930.494,162357.383,32.70105562,32.69812734,-104.25910895,-104.25866162
3790,161975.599,162402.405,32.70117852,32.6982502,-104.25912741,-104.25868057
3791,162020.674,162447.482,32.70130156,32.69837304,-104.25914591,-104.25869983
3792,162065.735,162492.514,32.70142455,32.69849591,-104.25916393,-104.25871948
3793,162105.838,162537.536,32.70154737,32.69860538,-104.25918299,-104.25873683
3794,162150.875,162577.689,32.70165684,32.69872827,-104.2592009,-104.25875588
3795,162195.907,162622.733,32.70177976,32.69885139,-104.25921973,-104.25877453
3796,162240.938,162665.211,32.70189571,32.69897436,-104.25923719,-104.25879299
3797,162286.049,162710.255,32.70201864,32.69909736,-104.25925614,-104.25881185
3798,162331.091,162755.254,32.70214144,32.69922036,-104.25927498,-104.25883075
3799,162376.069,162800.244,32.7022641,32.69934335,-104.2592939,-104.25884941
3800,162421.1,162845.32,32.70238704,32.69946619,-104.25931338,-104.25886814
3801,162466.191,162890.331,32.70250985,32.69958908,-104.2593324,-104.25888613
3802,162511.242,162935.342,32.70263271,32.69971211,-104.25935129,-104.25890438
3803,162556.214,162980.342,32.70275557,32.69983489,-104.25936968,-104.25892321
3804,162601.25,163025.342,32.70287838,32.69995777,-104.25938845,-104.258942
3805,162646.227,163070.397,32.7030013,32.70008051,-104.25940764,-104.25896117
3806,162691.298,163115.539,32.70312461,32.70020349,-104.25942552,-104.25898025
3807,162736.275,163160.648,32.70324784,32.70032631,-104.25944348,-104.25899874
3808,162781.311,163205.681,32.70337072,32.70044926,-104.2594627,-104.25901663
3809,162826.441,163250.582,32.70349301,32.7005723,-104.25948369,-104.25903542
3810,162871.477,163295.561,32.70361595,32.70069526,-104.25950049,-104.25905481
3811,162913.435,163337.711,32.70373112,32.70080984,-104.259516,-104.2590723
3812,162958.447,163382.689,32.70385359,32.70093278,-104.25953707,-104.25909016
3813,163003.444,163427.722,32.7039766,32.70105562,-104.25955495,-104.25910895
3814,163048.509,163472.7,32.70409945,32.70117852,-104.25957295,-104.25912741
3815,163093.496,163517.711,32.70422221,32.70130156,-104.25959222,-104.25914591
3816,163138.504,163562.755,32.7043451,32.70142455,-104.25961099,-104.25916393
3817,163183.531,163607.744,32.70446794,32.70154737,-104.25962934,-104.25918299
3818,163223.62,163652.657,32.70459052,32.70165684,-104.25964808,-104.2592009
3819,163268.602,163697.646,32.70471321,32.70177976,-104.25966774,-104.25921973
3820,163311.038,163741.882,32.70483388,32.70189571,-104.25968699,-104.25923719
3821,163356.06,163775.419,32.70492541,32.70201864,-104.25970104,-104.25925614
3822,163401.077,163820.43,32.70504829,32.70214144,-104.25971961,-104.25927498
3823,163446.153,163865.397,32.70517104,32.7022641,-104.25973827,-104.2592939
3824,163491.145,163910.43,32.70529398,32.70238704,-104.25975677,-104.25931338
3825,163536.092,163955.441,32.70541687,32.70250985,-104.25977525,-104.2593324
3826,163581.158,164000.441,32.7055397,32.70263271,-104.25979388,-104.25935129
3827,163626.194,164045.375,32.7056624,32.70275557,-104.25981224,-104.25936968
3828,163671.25,164078.006,32.70575147,32.70287838,-104.25982561,-104.25938845
3829,163716.281,164122.984,32.70587424,32.7030013,-104.25984417,-104.25940764
3830,163761.366,164167.93,32.7059969,32.70312461,-104.25986311,-104.25942552
3831,163806.447,164212.93,32.70611971,32.70324784,-104.25988198,-104.25944348
3832,163851.483,164257.952,32.7062427,32.70337072,-104.25989974,-104.2594627
3833,163896.435,164302.919,32.70636549,32.70349301,-104.25991797,-104.25948369
3834,163941.481,164347.919,32.70648832,32.70361595,-104.25993673,-104.25950049
3835,163983.72,164392.908,32.70661107,32.70373112,-104.25995541,-104.259516
3836,164028.775,164437.941,32.70673399,32.70385359,-104.25997407,-104.25953707
3837,164073.795,164482.963,32.70685687,32.7039766,-104.25999295,-104.25955495
3838,164118.862,164527.974,32.70697977,32.70409945,-104.26001127,-104.25957295
3839,164163.874,164573.017,32.70710277,32.70422221,-104.26002968,-104.25959222
3840,164208.93,164618.061,32.70722571,32.7043451,-104.26004824,-104.25961099
3841,164253.971,164663.061,32.70734852,32.70446794,-104.260067,-104.25962934
3842,164298.997,164708.061,32.70747139,32.70459052,-104.2600855,-104.25964808
3843,164344.014,164753.138,32.7075944,32.70471321,-104.26010449,-104.25966774
3844,164388.265,164798.138,32.70771725,32.70483388,-104.26012295,-104.25968699
3845,164421.874,164843.138,32.70784004,32.70492541,-104.26014212,-104.25970104
3846,164466.837,164888.148,32.70796292,32.70504829,-104.26016079,-104.25971961
3847,164511.918,164933.127,32.70808579,32.70517104,-104.26017865,-104.25973827
3848,164557.004,164978.083,32.70820857,32.70529398,-104.26019676,-104.25975677
3849,164602.065,165022.985,32.70833106,32.70541687,-104.260216,-104.25977525
3850,164647.136,165055.026,32.70841854,32.7055397,-104.26022926,-104.25979388
3851,164692.178,165079.186,32.70848461,32.7056624,-104.26023798,-104.25981224
3852,164724.855,165085.441,32.70850173,32.70575147,-104.26024028,-104.25982561
3853,164769.926,165092.002,32.70851966,32.70587424,-104.26024278,-104.25984417
3854,164814.922,165136.926,32.70864218,32.7059969,-104.26026248,-104.25986311
3855,164859.973,165181.893,32.70876467,32.70611971,-104.26028326,-104.25988198
3856,164904.887,165226.926,32.70888759,32.7062427,-104.26030215,-104.25989974
3857,164949.923,165271.926,32.70901044,32.70636549,-104.26032075,-104.25991797
3858,164994.974,165316.86,32.70913316,32.70648832,-104.26033879,-104.25993673
3859,165040.044,165361.806,32.70925598,32.70661107,-104.26035628,-104.25995541
3860,165085.056,165406.751,32.70937878,32.70673399,-104.26037387,-104.25997407
3861,165129.989,165451.708,32.70950144,32.70685687,-104.260393,-104.25999295
3862,165175.005,165496.729,32.7096237,32.70697977,-104.26041659,-104.26001127
3863,165219.963,165541.784,32.70974441,32.70710277,-104.26044998,-104.26002968
3864,165264.999,165586.773,32.70986351,32.70722571,-104.26048992,-104.26004824
3865,165310.065,165631.839,32.70998241,32.70734852,-104.26053164,-104.260067
3866,165355.071,165674.764,32.71009569,32.70747139,-104.26057125,-104.2600855
3867,165400.132,165719.808,32.71021474,32.7075944,-104.26061214,-104.26010449
3868,165445.129,165764.83,32.71033373,32.70771725,-104.26065296,-104.26012295
3869,165490.18,165809.95,32.71045297,32.70784004,-104.26069389,-104.26014212
3870,165535.172,165854.917,32.71057193,32.70796292,-104.26073424,-104.26016079
3871,165580.139,165899.863,32.7106907,32.70808579,-104.26077496,-104.26017865
3872,165625.087,165944.874,32.71080982,32.70820857,-104.26081511,-104.26019676
3873,165670.074,165989.874,32.71092881,32.70833106,-104.26085562,-104.260216
3874,165702.117,166034.863,32.71104775,32.70841854,-104.26089628,-104.26022926
3875,165726.268,166079.907,32.71116685,32.70848461,-104.2609369,-104.26023798
3876,165732.531,166124.874,32.71128572,32.70850173,-104.26097755,-104.26024028
3877,165739.084,166169.95,32.71140504,32.70851966,-104.26101773,-104.26024278
3878,165783.974,166214.95,32.71152402,32.70864218,-104.26105849,-104.26026248
3879,165828.893,166259.928,32.71164296,32.70876467,-104.26109901,-104.26028326
3880,165873.9,166304.939,32.71176193,32.70888759,-104.26113984,-104.26030215
3881,165918.927,166349.928,32.71188065,32.70901044,-104.26118139,-104.26032075
3882,165963.895,166394.896,32.71199964,32.70913316,-104.26122158,-104.26033879
3883,166008.839,166439.885,32.71211933,32.70925598,-104.26125916,-104.26035628
3884,166053.91,166484.961,32.71224051,32.70937878,-104.26129041,-104.26037387
3885,166098.887,166529.939,32.7123626,32.70950144,-104.26131462,-104.260393
3886,166143.84,166553.302,32.71242614,32.7096237,-104.26132593,-104.26041659
3887,166188.861,166583.127,32.71250732,32.70974441,-104.26133991,-104.26044998
3888,166233.907,166628.215,32.71263016,32.70986351,-104.26136011,-104.26048992
3889,166278.948,166673.28,32.71275305,32.70998241,-104.26137951,-104.26053164
3890,166321.883,166718.28,32.71287577,32.71009569,-104.26139874,-104.26057125
3891,166366.86,166763.302,32.71299851,32.71021474,-104.26141828,-104.26061214
3892,166411.872,166808.411,32.71312138,32.71033373,-104.2614386,-104.26065296
3893,166456.918,166853.542,32.71324422,32.71045297,-104.26145927,-104.26069389
3894,166501.905,166898.651,32.71336704,32.71057193,-104.26147968,-104.26073424
3895,166546.872,166933.28,32.7134617,32.7106907,-104.26149177,-104.26077496
3896,166591.889,166978.368,32.71358553,32.71080982,-104.2614985,-104.26081511
3897,166636.925,167023.531,32.71370965,32.71092881,-104.26149288,-104.26085562
3898,166681.863,167068.51,32.71383293,32.71104775,-104.26148119,-104.26089628
3899,166726.86,167113.586,32.71395643,32.71116685,-104.26146917,-104.2609369
3900,166771.838,167158.641,32.71408,32.71128572,-104.26145822,-104.26097755
3901,166816.9,167203.673,32.71420353,32.71140504,-104.2614475,-104.26101773
3902,166861.912,167248.717,32.71432711,32.71152402,-104.26143719,-104.26105849
3903,166906.9,167293.717,32.71445055,32.71164296,-104.26142625,-104.26109901
3904,166951.927,167338.761,32.71457412,32.71176193,-104.26141545,-104.26113984
3905,166996.895,167383.859,32.71469791,32.71188065,-104.26140573,-104.26118139
3906,167041.902,167427.221,32.71481687,32.71199964,-104.26139551,-104.26122158
3907,167086.967,167472.243,32.71494041,32.71211933,-104.26138492,-104.26125916
3908,167132.013,167517.276,32.71506394,32.71224051,-104.26137396,-104.26129041
3909,167176.971,167562.342,32.71518756,32.7123626,-104.26136285,-104.26131462
3910,167200.287,167607.407,32.71531118,32.71242614,-104.26135246,-104.26132593
3911,167230.106,167652.353,32.7154345,32.71250732,-104.26134204,-104.26133991
3912,167275.118,167697.385,32.7155582,32.71263016,-104.26133475,-104.26136011
3913,167320.169,167742.32,32.71568167,32.71275305,-104.26133961,-104.26137951
3914,167365.225,167781.916,32.7157901,32.71287577,-104.26135187,-104.26139874
3915,167410.266,167788.488,32.71580804,32.71299851,-104.26135452,-104.26141828
3916,167455.253,167819.732,32.71589321,32.71312138,-104.26136783,-104.2614386
3917,167500.24,167864.809,32.71601607,32.71324422,-104.26138777,-104.26145927
3918,167545.266,167909.885,32.7161391,32.71336704,-104.26140606,-104.26147968
3919,167579.876,167954.918,32.71626203,32.7134617,-104.2614243,-104.26149177
3920,167624.913,167999.951,32.71638489,32.71358553,-104.26144298,-104.2614985
3921,167669.958,168045.049,32.71650794,32.71370965,-104.26146175,-104.26149288
3922,167714.901,168090.104,32.71663087,32.71383293,-104.2614805,-104.26148119
3923,167759.884,168135.18,32.71675387,32.71395643,-104.26149914,-104.26146917
3924,167804.934,168180.18,32.71687665,32.71408,-104.26151789,-104.26145822
3925,167849.877,168225.278,32.71699979,32.71420353,-104.26153565,-104.2614475
3926,167894.796,168270.322,32.71712272,32.71432711,-104.26155419,-104.26143719
3927,167939.758,168315.377,32.71724563,32.71445055,-104.26157309,-104.26142625
3928,167984.696,168360.42,32.71736851,32.71457412,-104.26159188,-104.26141545
3929,168029.713,168405.475,32.71749144,32.71469791,-104.26161047,-104.26140573
3930,168073.081,168450.486,32.71761429,32.71481687,-104.26162878,-104.26139551
3931,168118.049,168495.508,32.71773716,32.71494041,-104.26164739,-104.26138492
3932,168163.066,168540.388,32.71785959,32.71506394,-104.26166588,-104.26137396
3933,168208.103,168585.453,32.71798254,32.71518756,-104.26168447,-104.26136285
3934,168253.149,168629.744,32.71810325,32.71531118,-104.26170398,-104.26135246
3935,168298.098,168671.6,32.71821735,32.7154345,-104.26172231,-104.26134204
3936,168343.189,168716.621,32.71834038,32.7155582,-104.26173901,-104.26133475
3937,168388.19,168761.6,32.7184632,32.71568167,-104.2617568,-104.26133961
3938,168427.739,168806.654,32.71858613,32.7157901,-104.26177557,-104.26135187
3939,168434.311,168851.709,32.71870902,32.71580804,-104.26179465,-104.26135452
3940,168465.53,168896.72,32.71883177,32.71589321,-104.26181394,-104.26136783
3941,168510.576,168941.785,32.71895472,32.71601607,-104.26183274,-104.26138777
3942,168555.597,168986.894,32.71907776,32.7161391,-104.26185187,-104.26140606
3943,168600.53,169031.938,32.71920068,32.71626203,-104.26187053,-104.2614243
3944,168645.586,169077.015,32.71932372,32.71638489,-104.26188885,-104.26144298
3945,168690.608,169122.069,32.71944657,32.71650794,-104.26190824,-104.26146175
3946,168735.644,169167.058,32.71956926,32.71663087,-104.26192748,-104.2614805
3947,168780.68,169212.146,32.71969227,32.71675387,-104.26194637,-104.26149914
3948,168825.642,169257.189,32.71981517,32.71687665,-104.26196494,-104.26151789
3949,168870.708,169302.288,32.71993821,32.71699979,-104.26198384,-104.26153565
3950,168915.769,169347.277,32.720061,32.71712272,-104.26200215,-104.26155419
3951,168960.761,169392.309,32.72018394,32.71724563,-104.2620203,-104.26157309
3952,169005.807,169431.491,32.72029089,32.71736851,-104.26203609,-104.26159188
3953,169050.785,169437.353,32.72030687,32.71749144,-104.26203865,-104.26161047
3954,169095.708,169482.32,32.72042949,32.71761429,-104.26205799,-104.26162878
3955,169140.681,169527.31,32.72055219,32.71773716,-104.26207721,-104.26164739
3956,169185.571,169572.288,32.72067486,32.71785959,-104.26209634,-104.26166588
3957,169230.529,169617.31,32.72079769,32.71798254,-104.26211505,-104.26168447
3958,169274.869,169662.353,32.7209206,32.71810325,-104.26213367,-104.26170398
3959,169316.769,169707.441,32.72104359,32.71821735,-104.26215275,-104.26172231
3960,169361.732,169752.441,32.72116641,32.71834038,-104.26217099,-104.26173901
3961,169406.802,169797.462,32.72128934,32.7184632,-104.26218887,-104.2617568
3962,169451.785,169842.462,32.72141215,32.71858613,-104.26220729,-104.26177557
3963,169496.762,169887.473,32.72153493,32.71870902,-104.26222626,-104.26179465
3964,169541.71,169932.517,32.72165778,32.71883177,-104.26224552,-104.26181394
3965,169586.657,169977.539,32.72178064,32.71895472,-104.26226412,-104.26183274
3966,169631.62,170022.517,32.72190344,32.71907776,-104.26228207,-104.26185187
3967,169676.602,170067.539,32.72202626,32.71920068,-104.26230092,-104.26187053
3968,169721.471,170112.222,32.72214828,32.71932372,-104.26231852,-104.26188885
3969,169766.453,170157.266,32.72227132,32.71944657,-104.26233556,-104.26190824
3970,169811.436,170202.353,32.72239421,32.71956926,-104.26235536,-104.26192748
3971,169856.516,170247.43,32.72251715,32.71969227,-104.26237425,-104.26194637
3972,169901.439,170292.452,32.72263994,32.71981517,-104.26239332,-104.26196494
3973,169946.426,170337.419,32.72276261,32.71993821,-104.26241208,-104.26198384
3974,169991.335,170382.419,32.72288539,32.720061,-104.26243074,-104.26200215
3975,170036.386,170427.419,32.72300817,32.72018394,-104.26244939,-104.2620203
3976,170075.595,170472.43,32.72313103,32.72029089,-104.26246765,-104.26203609
3977,170081.456,170517.441,32.72325388,32.72030687,-104.26248587,-104.26203865
3978,170126.36,170562.375,32.72337648,32.72042949,-104.2625043,-104.26205799
3979,170171.268,170607.375,32.72349925,32.72055219,-104.26252298,-104.26207721
3980,170216.187,170652.365,32.72362196,32.72067486,-104.26254185,-104.26209634
3981,170261.139,170697.43,32.72374484,32.72079769,-104.26256126,-104.26211505
3982,170306.206,170742.441,32.72386756,32.7209206,-104.26258081,-104.26213367
3983,170351.251,170787.474,32.7239904,32.72104359,-104.26259974,-104.26215275
3984,170396.195,170832.496,32.72411323,32.72116641,-104.2626185,-104.26217099
3985,170441.217,170877.517,32.72423607,32.72128934,-104.26263714,-104.26218887
3986,170486.244,170922.517,32.72435889,32.72141215,-104.26265555,-104.26220729
3987,170531.266,170967.496,32.72448168,32.72153493,-104.26267351,-104.26222626
3988,170576.249,171012.605,32.72460476,32.72165778,-104.26269205,-104.26224552
3989,170621.212,171057.627,32.72472757,32.72178064,-104.26271078,-104.26226412
3990,170666.155,171102.627,32.72485035,32.72190344,-104.26272951,-104.26228207
3991,170711.157,171147.616,32.72497307,32.72202626,-104.26274833,-104.26230092
3992,170755.815,171192.616,32.72509578,32.72214828,-104.26276755,-104.26231852
3993,170800.773,171237.649,32.72521856,32.72227132,-104.26278685,-104.26233556
3994,170845.745,171271.557,32.72531107,32.72239421,-104.26280094,-104.26235536
3995,170890.821,171305.018,32.7254024,32.72251715,-104.26281454,-104.26237425
3996,170935.896,171350.116,32.72552548,32.72263994,-104.26283267,-104.26239332
3997,170980.863,171395.16,32.7256484,32.72276261,-104.26285074,-104.26241208
3998,171025.904,171440.252,32.72577151,32.72288539,-104.26286863,-104.26243074
3999,171070.911,171482.288,32.72588623,32.72300817,-104.26288604,-104.26244939
4000,171115.957,171524.319,32.72600087,32.72313103,-104.26290397,-104.26246765
4001,171160.974,171528.271,32.72601164,32.72325388,-104.26290575,-104.26248587
4002,171205.877,171573.315,32.72613444,32.72337648,-104.26292599,-104.2625043
4003,171250.899,171618.391,32.72625753,32.72349925,-104.26294433,-104.26252298
4004,171295.876,171663.467,32.72638061,32.72362196,-104.26296266,-104.26254185
4005,171340.917,171708.522,32.72650354,32.72374484,-104.26298184,-104.26256126
4006,171385.919,171753.577,32.72662651,32.72386756,-104.26300072,-104.26258081
4007,171430.965,171798.599,32.72674945,32.7239904,-104.2630193,-104.26259974
4008,171476.016,171843.577,32.72687223,32.72411323,-104.26303804,-104.2626185
4009,171521.057,171888.577,32.72699508,32.72423607,-104.2630569,-104.26263714
4010,171566.073,171933.588,32.72711796,32.72435889,-104.26307549,-104.26265555
4011,171611.09,171978.642,32.72724107,32.72448168,-104.26309338,-104.26267351
4012,171656.166,172023.73,32.72736423,32.72460476,-104.26311158,-104.26269205
4013,171701.173,172048.981,32.7274332,32.72472757,-104.2631218,-104.26271078
4014,171746.161,172094.024,32.72755619,32.72485035,-104.26314032,-104.26272951
4015,171791.109,172139.024,32.7276791,32.72497307,-104.26315854,-104.26274833
4016,171836.136,172184.046,32.72780202,32.72509578,-104.26317721,-104.26276755
4017,171881.202,172229.014,32.72792474,32.72521856,-104.26319634,-104.26278685
4018,171915.126,172274.024,32.72804763,32.72531107,-104.26321502,-104.26280094
4019,171948.558,172319.035,32.7281705,32.7254024,-104.26323401,-104.26281454
4020,171993.59,172364.014,32.72829323,32.72552548,-104.26325349,-104.26283267
4021,172038.69,172409.101,32.72841634,32.7256484,-104.26327212,-104.26285074
4022,172083.726,172454.21,32.72853947,32.72577151,-104.26329107,-104.26286863
4023,172125.822,172499.221,32.72866232,32.72588623,-104.26331026,-104.26288604
4024,172167.933,172544.265,32.72878528,32.72600087,-104.2633292,-104.26290397
